id,scheduled_at,board_name,keyword,intent,content_angle,trend_monthly_change,visual_strategy,landing_type,title,description,link,image_url,product_2_title,product_2_handle,product_2_image_url,generated_image_prompt,requires_ai_image,alt_text,product_title,product_handle,status
2333,2027-06-26T11:00:00.000Z,Sala sofisticada,sala sofisticada,sala,ambiente,,environment_title_overlay,collection,Sala sofisticada,"Sala sofisticada ajuda a renovar o ambiente com uma composição mais confortável e sofisticada. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/sala-sofisticada?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=sala_sofisticada_2333,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Grande_Decorativo_moderno_rosa_preto.webp?v=1783080885,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: sala sofisticada. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Sala sofisticada"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior.",yes,Relógio de Parede Aurelio Rose Black - sala sofisticada Chique Home,Relógio de Parede Aurelio Rose Black,relogio-de-parede-aurelio-rose-black,ready
2334,2027-06-26T13:00:00.000Z,Sala sofisticada,decoracao de sala,sala,ambiente,,product_in_environment,product,Relógio de Parede Aurelio Rose Black,"Relógio de Parede Aurelio Rose Black cria um ponto de destaque na parede e combina com salas, cozinhas e ambientes integrados. Destaque para cor/acabamento preto. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-aurelio-rose-black?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=decoracao_de_sala_2334,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Grande_Decorativo_moderno_rosa_preto.webp?v=1783080885,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: decoração de sala. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Relógio de Parede Aurelio Rose Black. Sem texto grande, foco em inspirar clique para compra.",yes,Relógio de Parede Aurelio Rose Black - decoração de sala Chique Home,Relógio de Parede Aurelio Rose Black,relogio-de-parede-aurelio-rose-black,ready
2335,2027-06-26T15:00:00.000Z,Sala sofisticada,sala pequena decorada,sala,dor,,listicle_idea_overlay,collection,Sala pequena decorada,"Ideia de sala pequena decorada para deixar a sala mais elegante com detalhes certos e visual equilibrado. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/sala-sofisticada?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=sala_pequena_decorada_2335,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Grande_Decorativo_moderno_rosa_preto.webp?v=1783080885,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: sala pequena decorada. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar imagem com produto ou ambiente em destaque, visual premium realista e clicável. Produto relacionado: Relógio de Parede Aurelio Rose Black.",yes,Relógio de Parede Aurelio Rose Black - sala pequena decorada Chique Home,Relógio de Parede Aurelio Rose Black,relogio-de-parede-aurelio-rose-black,ready
2336,2027-06-26T17:00:00.000Z,Sala sofisticada,sala de estar apartamento,sala,ambiente,50,environment_full_bleed,collection,Sala de estar apartamento,"Sala de estar apartamento ajuda a renovar o ambiente com uma composição mais confortável e sofisticada. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/sala-sofisticada?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=sala_de_estar_apartamento_2336,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Decorativo_Grande_Madeira_6.webp?v=1755914654,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: sala de estar apartamento. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar um cenário inspiracional de ambiente, sem texto grande. A imagem precisa parecer resultado real de busca no Pinterest, bonita e clicável. Produto relacionado: Relógio de Parede Toscana Beige, aplicar apenas se fizer sentido natural.",yes,Relógio de Parede Toscana Beige - sala de estar apartamento Chique Home,Relógio de Parede Toscana Beige,relogio-de-parede-toscana-beige,ready
2337,2027-06-26T19:00:00.000Z,Sala sofisticada,decoração sala,sala,ambiente,-6,product_full_bleed,product,Relógio de Parede Toscana Beige,"Relógio de Parede Toscana Beige cria um ponto de destaque na parede e combina com salas, cozinhas e ambientes integrados. Destaque para cor/acabamento bege. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-toscana-beige?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=decora%C3%A7%C3%A3o_sala_2337,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Decorativo_Grande_Madeira_6.webp?v=1755914654,,,,"Usar foto original do produto da Shopify em formato vertical cheio, sem moldura e sem card. Produto: Relógio de Parede Toscana Beige. Se precisar, aplicar fundo limpo premium e manter o produto grande e claro. Cupom PINTEREST10 apenas discreto, se houver texto.",no,Relógio de Parede Toscana Beige - decoração sala Chique Home,Relógio de Parede Toscana Beige,relogio-de-parede-toscana-beige,ready
2338,2027-06-26T21:00:00.000Z,Relogios de parede,relogio de parede grande,sala,produto,,environment_title_overlay,collection,Relógio de parede grande,"Ideia de relógio de parede grande para completar a parede sem exagero e deixar o ambiente mais bem acabado. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/relogios-de-parede?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=relogio_de_parede_grande_2338,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Decorativo_Grande_Madeira_6.webp?v=1755914654,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio de parede grande. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Relógio de parede grande"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior.",yes,Relógio de Parede Toscana Beige - relógio de parede grande Chique Home,Relógio de Parede Toscana Beige,relogio-de-parede-toscana-beige,ready
2339,2027-06-27T09:00:00.000Z,Relogios de parede,relogio de parede cozinha,cozinha,produto,,product_in_environment,product,Relógio de Parede Toscana Beige,"Relógio de Parede Toscana Beige deixa a parede mais interessante e ajuda a completar uma composição elegante no ambiente. Destaque para cor/acabamento bege. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-toscana-beige?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=relogio_de_parede_cozinha_2339,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Decorativo_Grande_Madeira_6.webp?v=1755914654,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio de parede cozinha. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Relógio de Parede Toscana Beige. Sem texto grande, foco em inspirar clique para compra.",yes,Relógio de Parede Toscana Beige - relógio de parede cozinha Chique Home,Relógio de Parede Toscana Beige,relogio-de-parede-toscana-beige,ready
2340,2027-06-27T11:00:00.000Z,Relogios de parede,relogio de parede sala,sala,produto,,listicle_idea_overlay,collection,Relógio de parede sala,"Inspiração de relógio de parede sala para compor uma sala mais acolhedora, sofisticada e pronta para receber bem. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/relogios-de-parede?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=relogio_de_parede_sala_2340,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Decorativo_Grande_Madeira_6.webp?v=1755914654,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio de parede sala. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar imagem com produto ou ambiente em destaque, visual premium realista e clicável. Produto relacionado: Relógio de Parede Toscana Beige.",yes,Relógio de Parede Toscana Beige - relógio de parede sala Chique Home,Relógio de Parede Toscana Beige,relogio-de-parede-toscana-beige,ready
2341,2027-06-27T13:00:00.000Z,Decoracao de parede,relogio de parede decorativo,sala,produto,,product_full_bleed,product,Relógio de Parede Toscana Beige,"Relógio de Parede Toscana Beige funciona como peça decorativa e utilitária para dar acabamento à parede sem exagero visual. Destaque para cor/acabamento bege. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-toscana-beige?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=relogio_de_parede_decorativo_2341,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Decorativo_Grande_Madeira_6.webp?v=1755914654,,,,"Usar foto original do produto da Shopify em formato vertical cheio, sem moldura e sem card. Produto: Relógio de Parede Toscana Beige. Se precisar, aplicar fundo limpo premium e manter o produto grande e claro. Cupom PINTEREST10 apenas discreto, se houver texto.",no,Relógio de Parede Toscana Beige - relógio de parede decorativo Chique Home,Relógio de Parede Toscana Beige,relogio-de-parede-toscana-beige,ready
2342,2027-06-27T15:00:00.000Z,Mesa posta elegante,sala de jantar decorada,sala,ambiente,,product_full_bleed,product,Relógio de Parede Toscana Beige,"Relógio de Parede Toscana Beige deixa a parede mais interessante e ajuda a completar uma composição elegante no ambiente. Destaque para cor/acabamento bege. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-toscana-beige?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=sala_de_jantar_decorada_2342,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Decorativo_Grande_Madeira_6.webp?v=1755914654,,,,"Usar foto original do produto da Shopify em formato vertical cheio, sem moldura e sem card. Produto: Relógio de Parede Toscana Beige. Se precisar, aplicar fundo limpo premium e manter o produto grande e claro. Cupom PINTEREST10 apenas discreto, se houver texto.",no,Relógio de Parede Toscana Beige - sala de jantar decorada Chique Home,Relógio de Parede Toscana Beige,relogio-de-parede-toscana-beige,ready
2343,2027-06-27T17:00:00.000Z,Sala sofisticada,sala sofisticada,sala,ambiente,,environment_title_overlay,collection,Sala sofisticada,"Inspiração de sala sofisticada para compor uma sala mais acolhedora, sofisticada e pronta para receber bem. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/sala-sofisticada?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=sala_sofisticada_2343,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Decorativo_Grande_Madeira_6.webp?v=1755914654,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: sala sofisticada. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Sala sofisticada"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior.",yes,Relógio de Parede Toscana Beige - sala sofisticada Chique Home,Relógio de Parede Toscana Beige,relogio-de-parede-toscana-beige,ready
2344,2027-06-27T19:00:00.000Z,Sala sofisticada,decoracao de sala,sala,ambiente,,product_in_environment,product,Relógio de Parede Toscana Beige,"Relógio de Parede Toscana Beige funciona como peça decorativa e utilitária para dar acabamento à parede sem exagero visual. Destaque para cor/acabamento bege. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-toscana-beige?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=decoracao_de_sala_2344,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Decorativo_Grande_Madeira_6.webp?v=1755914654,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: decoração de sala. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Relógio de Parede Toscana Beige. Sem texto grande, foco em inspirar clique para compra.",yes,Relógio de Parede Toscana Beige - decoração de sala Chique Home,Relógio de Parede Toscana Beige,relogio-de-parede-toscana-beige,ready
2345,2027-06-27T21:00:00.000Z,Sala sofisticada,sala pequena decorada,sala,dor,,listicle_idea_overlay,collection,Sala pequena decorada,"Sala pequena decorada ajuda a renovar o ambiente com uma composição mais confortável e sofisticada. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/sala-sofisticada?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=sala_pequena_decorada_2345,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Decorativo_Grande_Madeira_6.webp?v=1755914654,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: sala pequena decorada. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar imagem com produto ou ambiente em destaque, visual premium realista e clicável. Produto relacionado: Relógio de Parede Toscana Beige.",yes,Relógio de Parede Toscana Beige - sala pequena decorada Chique Home,Relógio de Parede Toscana Beige,relogio-de-parede-toscana-beige,ready
2346,2027-06-28T09:00:00.000Z,Sala sofisticada,sala de estar apartamento,sala,ambiente,50,environment_full_bleed,collection,Sala de estar apartamento,"Inspiração de sala de estar apartamento para compor uma sala mais acolhedora, sofisticada e pronta para receber bem. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/sala-sofisticada?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=sala_de_estar_apartamento_2346,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Grande_Decorativo_Elegante_cinza_2.webp?v=1755049525,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: sala de estar apartamento. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar um cenário inspiracional de ambiente, sem texto grande. A imagem precisa parecer resultado real de busca no Pinterest, bonita e clicável. Produto relacionado: Relógio de Parede Milano Gray, aplicar apenas se fizer sentido natural.",yes,Relógio de Parede Milano Gray - sala de estar apartamento Chique Home,Relógio de Parede Milano Gray,relogio-de-parede-milano-gray,ready
2347,2027-06-28T11:00:00.000Z,Sala sofisticada,decoração sala,sala,ambiente,-6,product_full_bleed,product,Relógio de Parede Milano Gray,"Relógio de Parede Milano Gray funciona como peça decorativa e utilitária para dar acabamento à parede sem exagero visual. Destaque para cor/acabamento cinza/ciano. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-milano-gray?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=decora%C3%A7%C3%A3o_sala_2347,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Grande_Decorativo_Elegante_cinza_2.webp?v=1755049525,,,,"Usar foto original do produto da Shopify em formato vertical cheio, sem moldura e sem card. Produto: Relógio de Parede Milano Gray. Se precisar, aplicar fundo limpo premium e manter o produto grande e claro. Cupom PINTEREST10 apenas discreto, se houver texto.",no,Relógio de Parede Milano Gray - decoração sala Chique Home,Relógio de Parede Milano Gray,relogio-de-parede-milano-gray,ready
2348,2027-06-28T13:00:00.000Z,Relogios de parede,relogio de parede grande,sala,produto,,environment_title_overlay,collection,Relógio de parede grande,"Relógio de parede grande cria destaque na decoração e combina com ambientes modernos e sofisticados. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/relogios-de-parede?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=relogio_de_parede_grande_2348,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Grande_Decorativo_Elegante_cinza_2.webp?v=1755049525,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio de parede grande. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Relógio de parede grande"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior.",yes,Relógio de Parede Milano Gray - relógio de parede grande Chique Home,Relógio de Parede Milano Gray,relogio-de-parede-milano-gray,ready
2349,2027-06-28T15:00:00.000Z,Relogios de parede,relogio de parede cozinha,cozinha,produto,,product_in_environment,product,Relógio de Parede Milano Gray,"Relógio de Parede Milano Gray cria um ponto de destaque na parede e combina com salas, cozinhas e ambientes integrados. Destaque para cor/acabamento cinza/ciano. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-milano-gray?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=relogio_de_parede_cozinha_2349,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Grande_Decorativo_Elegante_cinza_2.webp?v=1755049525,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio de parede cozinha. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Relógio de Parede Milano Gray. Sem texto grande, foco em inspirar clique para compra.",yes,Relógio de Parede Milano Gray - relógio de parede cozinha Chique Home,Relógio de Parede Milano Gray,relogio-de-parede-milano-gray,ready
2350,2027-06-28T17:00:00.000Z,Relogios de parede,relogio de parede sala,sala,produto,,listicle_idea_overlay,collection,Relógio de parede sala,"Ideia de relógio de parede sala para deixar a sala mais elegante com detalhes certos e visual equilibrado. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/relogios-de-parede?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=relogio_de_parede_sala_2350,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Grande_Decorativo_Elegante_cinza_2.webp?v=1755049525,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio de parede sala. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar imagem com produto ou ambiente em destaque, visual premium realista e clicável. Produto relacionado: Relógio de Parede Milano Gray.",yes,Relógio de Parede Milano Gray - relógio de parede sala Chique Home,Relógio de Parede Milano Gray,relogio-de-parede-milano-gray,ready
2351,2027-06-28T19:00:00.000Z,Decoracao de parede,relogio de parede decorativo,sala,produto,,product_full_bleed,product,Relógio de Parede Milano Gray,"Relógio de Parede Milano Gray deixa a parede mais interessante e ajuda a completar uma composição elegante no ambiente. Destaque para cor/acabamento cinza/ciano. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-milano-gray?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=relogio_de_parede_decorativo_2351,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Grande_Decorativo_Elegante_cinza_2.webp?v=1755049525,,,,"Usar foto original do produto da Shopify em formato vertical cheio, sem moldura e sem card. Produto: Relógio de Parede Milano Gray. Se precisar, aplicar fundo limpo premium e manter o produto grande e claro. Cupom PINTEREST10 apenas discreto, se houver texto.",no,Relógio de Parede Milano Gray - relógio de parede decorativo Chique Home,Relógio de Parede Milano Gray,relogio-de-parede-milano-gray,ready
2352,2027-06-28T21:00:00.000Z,Mesa posta elegante,sala de jantar decorada,sala,ambiente,,product_full_bleed,product,Relógio de Parede Milano Gray,"Relógio de Parede Milano Gray cria um ponto de destaque na parede e combina com salas, cozinhas e ambientes integrados. Destaque para cor/acabamento cinza/ciano. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-milano-gray?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=sala_de_jantar_decorada_2352,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Grande_Decorativo_Elegante_cinza_2.webp?v=1755049525,,,,"Usar foto original do produto da Shopify em formato vertical cheio, sem moldura e sem card. Produto: Relógio de Parede Milano Gray. Se precisar, aplicar fundo limpo premium e manter o produto grande e claro. Cupom PINTEREST10 apenas discreto, se houver texto.",no,Relógio de Parede Milano Gray - sala de jantar decorada Chique Home,Relógio de Parede Milano Gray,relogio-de-parede-milano-gray,ready
2353,2027-06-29T09:00:00.000Z,Sala sofisticada,sala sofisticada,sala,ambiente,,environment_title_overlay,collection,Sala sofisticada,"Ideia de sala sofisticada para deixar a sala mais elegante com detalhes certos e visual equilibrado. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/sala-sofisticada?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=sala_sofisticada_2353,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Grande_Decorativo_Elegante_cinza_2.webp?v=1755049525,,,,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: sala sofisticada. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Sala sofisticada"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior.",yes,Relógio de Parede Milano Gray - sala sofisticada Chique Home,Relógio de Parede Milano Gray,relogio-de-parede-milano-gray,ready
